Player_ID,Wage,Age,Club,League,Nation,Position,Apps,Caps,Caps_per_App,Apps_per_Year,International_Exposure
P00223,5380000.0,33,A. Madrid,La Liga,BEL,Defender,446,124,0.27802690582959644,26.235294117647058,7.294117647058823
P00224,5200000.0,33,Bournemouth,Premier League,BRA,Goalkeeper,205,1,0.004878048780487805,12.058823529411764,0.058823529411764705
P00225,5200000.0,20,Chelsea,Premier League,ENG,Midfielder,58,0,0.0,14.5,0.0
P00226,5200000.0,34,Leicester,Premier League,NIR,Defender,378,98,0.25925925925925924,21.0,5.444444444444445
P00227,5200000.0,27,Southampton,Premier League,ENG,Midfielder,312,11,0.035256410256410256,28.363636363636363,1.0
P00228,5200000.0,28,Tottenham,Premier League,ENG,Defender,286,45,0.15734265734265734,23.833333333333332,3.75
P00229,5200000.0,30,Newcastle,Premier League,ENG,Goalkeeper,257,8,0.0311284046692607,18.357142857142858,0.5714285714285714
P00230,5200000.0,24,Leicester,Premier League,ENG,Defender,141,1,0.0070921985815602835,17.625,0.125
P00231,5200000.0,24,Man UFC,Premier League,ENG,Defender,132,0,0.0,16.5,0.0
P00232,5200000.0,24,Leicester,Premier League,ENG,Midfielder,189,1,0.005291005291005291,23.625,0.125
P00233,5200000.0,19,OL,Ligue 1 Uber Eats,FRA,Defender,32,0,0.0,10.666666666666666,0.0
